question,answer,subject,predicate,object
哈尔滨工大高新技术产业开发股份有限公司的分红方式是？,不分配,哈尔滨工大高新技术产业开发股份有限公司,分红方式,不分配
郑州君利置业有限公司的董事是？,宋明,郑州君利置业有限公司,董事,宋明
谢敏的年龄？,62,谢敏,年龄,62
何伟军的年龄是？,37,何伟军,年龄,37
温州慕跃投资管理有限公司的分红方式是？,不分配,温州慕跃投资管理有限公司,分红方式,不分配
梅月欣的年龄是多少？,43,梅月欣,年龄,43
四川省精华房地产开发有限公司的行业大类？,其他,四川省精华房地产开发有限公司,行业大类,其他
温州港集团有限公司的行业大类是？,其他,温州港集团有限公司,行业大类,其他
神雾环保技术股份有限公司的董事是谁？,常清,神雾环保技术股份有限公司,董事,常清
山西漳泽电力股份有限公司的董事？,王清文,山西漳泽电力股份有限公司,董事,王清文
哈尔滨工大高新技术产业开发股份有限公司的供应商是哪家公司？,成都银诚投资管理有限公司,哈尔滨工大高新技术产业开发股份有限公司,供应商,成都银诚投资管理有限公司
夏邑县发展投资有限责任公司的担保是谁？,浙江嘉华特种尼龙有限公司,夏邑县发展投资有限责任公司,担保,浙江嘉华特种尼龙有限公司
浙江亚厦装饰股份有限公司的董事？,傅黎瑛,浙江亚厦装饰股份有限公司,董事,傅黎瑛
河南蓝天新长燃气有限公司的行业大类是什么？,其他,河南蓝天新长燃气有限公司,行业大类,其他
东莞勤上光电股份有限公司的董事是谁？,陈燕生,东莞勤上光电股份有限公司,董事,陈燕生
张惠兰的年龄多大？,28,张惠兰,年龄,28
哈尔滨工大高新技术产业开发股份有限公司的供应商是？,成都银诚投资管理有限公司,哈尔滨工大高新技术产业开发股份有限公司,供应商,成都银诚投资管理有限公司
申屠建中的年龄？,28,申屠建中,年龄,28
中成新星油田工程技术服务股份有限公司的收入是多少？,1930017,中成新星油田工程技术服务股份有限公司,收入,1930017
山东龙力生物科技股份有限公司的董事？,倪浩嫣,山东龙力生物科技股份有限公司,董事,倪浩嫣
西安华新新能源股份有限公司的分红方式？,不分配,西安华新新能源股份有限公司,分红方式,不分配
贵州森瑞管业有限公司的董事？,刘贵磊,贵州森瑞管业有限公司,董事,刘贵磊
多氟多化工股份有限公司的监事是？,李娟,多氟多化工股份有限公司,监事,李娟
重庆招商依云房地产有限公司的违规类型？,无,重庆招商依云房地产有限公司,违规类型,无
太原星光寰宇房地产开发有限公司的行业大类是什么？,其他,太原星光寰宇房地产开发有限公司,行业大类,其他
王凤岐的年龄是多少？,43,王凤岐,年龄,43
东方金钰股份有限公司的监事是谁？,李春江,东方金钰股份有限公司,监事,李春江
天地源股份有限公司的监事是？,刘榕,天地源股份有限公司,监事,刘榕
山西漳泽电力股份有限公司的监事是？,丁淑玲,山西漳泽电力股份有限公司,监事,丁淑玲
天马轴承集团股份有限公司的董事是谁？,孔全顺,天马轴承集团股份有限公司,董事,孔全顺
王敬龙的年龄是？,54,王敬龙,年龄,54
解玉洪的年龄多大？,37,解玉洪,年龄,37
山东大陆置业有限公司的行业大类是多少？,证券公司,山东大陆置业有限公司,行业大类,证券公司
东阳市长征投资开发有限公司的行业大类？,担保公司,东阳市长征投资开发有限公司,行业大类,担保公司
四川省精华房地产开发有限公司的董事？,詹伟哉,四川省精华房地产开发有限公司,董事,詹伟哉
饶静的年龄多大？,43,饶静,年龄,43
范志实的年龄多大？,44,范志实,年龄,44
侯建芳的年龄是多少？,59,侯建芳,年龄,59
陕西太华旅游索道公路有限公司的分红方式是啥？,不分配,陕西太华旅游索道公路有限公司,分红方式,不分配
美颐投资置业有限公司的违规类型是多少？,其它信息披露违规,美颐投资置业有限公司,违规类型,其它信息披露违规
安徽白兔湖动力股份有限公司的董事？,汪舵海,安徽白兔湖动力股份有限公司,董事,汪舵海
长江精工钢结构（集团）股份有限公司的监事是？,庚利,长江精工钢结构（集团）股份有限公司,监事,庚利
江苏国信股份有限公司的违规类型是？,违规交易,江苏国信股份有限公司,违规类型,违规交易
日照亿鼎房地产开发有限公司的行业大类是多少？,寿险公司,日照亿鼎房地产开发有限公司,行业大类,寿险公司
吕占生的年龄多大？,55,吕占生,年龄,55
深圳康悦实业有限公司的违规类型是？,未按时披露定期报告,深圳康悦实业有限公司,违规类型,未按时披露定期报告
安徽盛运环保（集团）股份有限公司的董事是？,何勇兵,安徽盛运环保（集团）股份有限公司,董事,何勇兵
陈伟雄的年龄是？,36,陈伟雄,年龄,36
杭州蓝光和骏诚业房地产开发有限公司的债券类型是啥？,超短期融资券,杭州蓝光和骏诚业房地产开发有限公司,债券类型,超短期融资券
普开投资（上海）有限公司的担保？,德兴市源森红花茶油有限公司,普开投资（上海）有限公司,担保,德兴市源森红花茶油有限公司
长江精工钢结构（集团）股份有限公司的客户是哪个公司？,宁波兴光煤气集团公司,长江精工钢结构（集团）股份有限公司,客户,宁波兴光煤气集团公司
乐视网信息技术（北京）股份有限公司的董事是谁？,陈浩,乐视网信息技术（北京）股份有限公司,董事,陈浩
黄赦慈的年龄多大？,43,黄赦慈,年龄,43
程非的年龄是？,64,程非,年龄,64
浙江国祥股份有限公司的董事是谁？,陈根伟,浙江国祥股份有限公司,董事,陈根伟
中铁高新工业股份有限公司的债券类型是什么？,短期融资券,中铁高新工业股份有限公司,债券类型,短期融资券
聂宏江的年龄是多少？,35,聂宏江,年龄,35
正源控股股份有限公司的董事是谁？,李秦生,正源控股股份有限公司,董事,李秦生
费志冰的年龄是多少？,42,费志冰,年龄,42
肖晗的年龄是？,40,肖晗,年龄,40
何晓勇的年龄？,45,何晓勇,年龄,45
吉林利源精制股份有限公司的违规类型？,无,吉林利源精制股份有限公司,违规类型,无
中安科股份有限公司的董事是？,樊志强,中安科股份有限公司,董事,樊志强
李志平的年龄是多少？,22,李志平,年龄,22
吕晓峰的年龄多大？,32,吕晓峰,年龄,32
洛阳新强联回转支承股份有限公司的债券类型是？,可转换债券,洛阳新强联回转支承股份有限公司,债券类型,可转换债券
张小猛的年龄是多少？,59,张小猛,年龄,59
杭州滨讯企业管理有限公司的违规类型是什么？,无,杭州滨讯企业管理有限公司,违规类型,无
惠州市金泓投资有限公司的收益是多少？,3144211,惠州市金泓投资有限公司,收益,3144211
厦门亿联软件有限公司的信用评级？,暂无评级,厦门亿联软件有限公司,信用评级,暂无评级
姚飞的年龄？,38,姚飞,年龄,38
中国环境保护集团有限公司的行业大类是什么？,担保公司,中国环境保护集团有限公司,行业大类,担保公司
马水荣的年龄？,29,马水荣,年龄,29
杭州聚光房地产开发有限公司的信用评级是啥？,优,杭州聚光房地产开发有限公司,信用评级,优
江苏九牧云程置业有限公司的债券类型？,企业债,江苏九牧云程置业有限公司,债券类型,企业债
韩世军的年龄是多少？,28,韩世军,年龄,28
重庆建工集团股份有限公司的董事？,何明,重庆建工集团股份有限公司,董事,何明
重庆建工集团股份有限公司的监事是？,刘军,重庆建工集团股份有限公司,监事,刘军
刘洋的年龄？,23,刘洋,年龄,23
傅成玉的年龄是？,58,傅成玉,年龄,58
正源控股股份有限公司的监事？,许冬梅,正源控股股份有限公司,监事,许冬梅
天地源股份有限公司的董事？,冯科,天地源股份有限公司,董事,冯科
江苏长博集团有限公司的收入是多少？,6248994,江苏长博集团有限公司,收入,6248994
胡志勇的年龄是？,57,胡志勇,年龄,57
固安孔雀海房地产开发有限公司的行业大类是啥？,投资公司,固安孔雀海房地产开发有限公司,行业大类,投资公司
王乐的年龄多大？,51,王乐,年龄,51
重庆市搏展房地产开发有限责任公司的行业大类是多少？,担保公司,重庆市搏展房地产开发有限责任公司,行业大类,担保公司
苏州天然气管网有限公司的债券类型？,短期融资券,苏州天然气管网有限公司,债券类型,短期融资券
南通荣盛置业有限公司的行业大类是？,其他,南通荣盛置业有限公司,行业大类,其他
中国石油化工股份有限公司的董事是？,蒋小明,中国石油化工股份有限公司,董事,蒋小明
沈启华的年龄是多少？,52,沈启华,年龄,52
达州发展（控股）有限责任公司的供应商是哪个公司？,河北古城香业集团股份有限公司,达州发展（控股）有限责任公司,供应商,河北古城香业集团股份有限公司
河南龙宇房地产开发有限公司的供应商是谁？,福鼎宏筑置业有限公司,河南龙宇房地产开发有限公司,供应商,福鼎宏筑置业有限公司
师耀强的年龄是多少？,22,师耀强,年龄,22
唐文的年龄？,48,唐文,年龄,48
江西祺阳房地产有限公司的分红方式是多少？,不分配,江西祺阳房地产有限公司,分红方式,不分配
成都招商北湖置地有限公司的债券类型是多少？,企业债,成都招商北湖置地有限公司,债券类型,企业债
安阳钢铁股份有限公司的监事是？,张宪胜,安阳钢铁股份有限公司,监事,张宪胜
宝鸡市投资（集团）有限公司的信用评级是多少？,优,宝鸡市投资（集团）有限公司,信用评级,优
蔡洪滨的年龄？,42,蔡洪滨,年龄,42
江西长运股份有限公司的董事是谁？,张平,江西长运股份有限公司,董事,张平
李守明的年龄是多少？,49,李守明,年龄,49
金洲慈航集团股份有限公司的董事是？,周汉生,金洲慈航集团股份有限公司,董事,周汉生
民权县金联投融资有限公司的行业大类？,投资公司,民权县金联投融资有限公司,行业大类,投资公司
安徽盛运环保（集团）股份有限公司的董事？,王勇,安徽盛运环保（集团）股份有限公司,董事,王勇
青岛市即墨区丁字湾投资发展有限公司的信用评级是什么？,暂无评级,青岛市即墨区丁字湾投资发展有限公司,信用评级,暂无评级
张殿军的年龄是多少？,26,张殿军,年龄,26
银基烯碳新材料集团股份有限公司的董事是谁？,郭永清,银基烯碳新材料集团股份有限公司,董事,郭永清
德兴市源森红花茶油有限公司的监事是？,饶正建,德兴市源森红花茶油有限公司,监事,饶正建
甘肃宏良皮业股份有限公司的董事是谁？,张满红,甘肃宏良皮业股份有限公司,董事,张满红
涟水安骏置业有限公司的监事是谁？,周民艳,涟水安骏置业有限公司,监事,周民艳
正源控股股份有限公司的董事是谁？,郭海兰,正源控股股份有限公司,董事,郭海兰
